Country,Code,Year,Women Political Empowerment (Central Estimate),Electoral Democracy (Central Estimate),Region
Africa,,2005,0.62259257,0.39345455,Africa
Africa,,2006,0.6263148,0.4057818,Africa
Africa,,2007,0.62896293,0.4106,Africa
Africa,,2008,0.62935185,0.4074909,Africa
Africa,,2009,0.62785184,0.4015273,Africa
Africa,,2010,0.6419273,0.4014909,Africa
Africa,,2011,0.64285713,0.41096428,Africa
Africa,,2012,0.65314287,0.41841072,Africa
Africa,,2013,0.6564286,0.42051786,Africa
Africa,,2014,0.65657145,0.42621428,Africa
Africa,,2015,0.66151786,0.42217857,Africa
Africa,,2016,0.66576785,0.42769644,Africa
Africa,,2017,0.6669107,0.42703572,Africa
Africa,,2018,0.67051786,0.42707142,Africa
Africa,,2019,0.66719645,0.41916072,Africa
Africa,,2020,0.6716607,0.41285715,Africa
Africa,,2021,0.66903573,0.398125,Africa
Africa,,2022,0.6709821,0.38717857,Africa
Africa,,2023,0.6726428,0.38330358,Africa
Africa,,2024,0.6729107,0.37021428,Africa
Africa (population-weighted),,1900,0.07993607,0.030682117,Africa (population-weighted)
Africa (population-weighted),,1901,0.08039223,0.031239305,Africa (population-weighted)
Africa (population-weighted),,1902,0.08600823,0.03290539,Africa (population-weighted)
Africa (population-weighted),,1903,0.08680988,0.03321924,Africa (population-weighted)
Africa (population-weighted),,1904,0.0895331,0.03402377,Africa (population-weighted)
Africa (population-weighted),,1905,0.089642175,0.034237955,Africa (population-weighted)
Africa (population-weighted),,1906,0.090112574,0.034543116,Africa (population-weighted)
Africa (population-weighted),,1907,0.090224035,0.035294637,Africa (population-weighted)
Africa (population-weighted),,1908,0.0903414,0.035549406,Africa (population-weighted)
Africa (population-weighted),,1909,0.09058366,0.03571982,Africa (population-weighted)
Africa (population-weighted),,1910,0.09099269,0.037223425,Africa (population-weighted)
Africa (population-weighted),,1911,0.09274264,0.03952003,Africa (population-weighted)
Africa (population-weighted),,1912,0.09471068,0.039902523,Africa (population-weighted)
Africa (population-weighted),,1913,0.0947651,0.038392037,Africa (population-weighted)
Africa (population-weighted),,1914,0.13780712,0.053517863,Africa (population-weighted)
Africa (population-weighted),,1915,0.14380756,0.055077963,Africa (population-weighted)
Africa (population-weighted),,1916,0.14867656,0.055699244,Africa (population-weighted)
Africa (population-weighted),,1917,0.14939113,0.05580286,Africa (population-weighted)
Africa (population-weighted),,1918,0.14964029,0.05606707,Africa (population-weighted)
Africa (population-weighted),,1919,0.15637632,0.058229733,Africa (population-weighted)
Africa (population-weighted),,1920,0.16236037,0.059704043,Africa (population-weighted)
Africa (population-weighted),,1921,0.16247997,0.059934143,Africa (population-weighted)
Africa (population-weighted),,1922,0.16482666,0.06400782,Africa (population-weighted)
Africa (population-weighted),,1923,0.12125953,0.065807916,Africa (population-weighted)
Africa (population-weighted),,1924,0.119787246,0.06938942,Africa (population-weighted)
Africa (population-weighted),,1925,0.11973349,0.069788724,Africa (population-weighted)
Africa (population-weighted),,1926,0.12163047,0.070443936,Africa (population-weighted)
Africa (population-weighted),,1927,0.11587227,0.07071567,Africa (population-weighted)
Africa (population-weighted),,1928,0.11589555,0.07103308,Africa (population-weighted)
Africa (population-weighted),,1929,0.11585049,0.07122968,Africa (population-weighted)
Africa (population-weighted),,1930,0.11670406,0.07125043,Africa (population-weighted)
Africa (population-weighted),,1931,0.11759395,0.06954611,Africa (population-weighted)
Africa (population-weighted),,1932,0.112200335,0.068390615,Africa (population-weighted)
Africa (population-weighted),,1933,0.1019198,0.06852051,Africa (population-weighted)
Africa (population-weighted),,1934,0.10214476,0.068042144,Africa (population-weighted)
Africa (population-weighted),,1935,0.102305,0.068031974,Africa (population-weighted)
Africa (population-weighted),,1936,0.112739824,0.07048425,Africa (population-weighted)
Africa (population-weighted),,1937,0.112743236,0.07072118,Africa (population-weighted)
Africa (population-weighted),,1938,0.112760805,0.07294341,Africa (population-weighted)
Africa (population-weighted),,1939,0.11443561,0.073152855,Africa (population-weighted)
Africa (population-weighted),,1940,0.11605716,0.07310667,Africa (population-weighted)
Africa (population-weighted),,1941,0.11675457,0.073583625,Africa (population-weighted)
Africa (population-weighted),,1942,0.11707561,0.07416601,Africa (population-weighted)
Africa (population-weighted),,1943,0.11696896,0.074637085,Africa (population-weighted)
Africa (population-weighted),,1944,0.11700468,0.07509303,Africa (population-weighted)
Africa (population-weighted),,1945,0.11766,0.07901117,Africa (population-weighted)
Africa (population-weighted),,1946,0.118926495,0.08502045,Africa (population-weighted)
Africa (population-weighted),,1947,0.12711157,0.09117743,Africa (population-weighted)
Africa (population-weighted),,1948,0.12771684,0.09113766,Africa (population-weighted)
Africa (population-weighted),,1949,0.12769221,0.09404571,Africa (population-weighted)
Africa (population-weighted),,1950,0.12798323,0.097165786,Africa (population-weighted)
Africa (population-weighted),,1951,0.12871249,0.102278054,Africa (population-weighted)
Africa (population-weighted),,1952,0.13241985,0.10268901,Africa (population-weighted)
Africa (population-weighted),,1953,0.13657244,0.10045707,Africa (population-weighted)
Africa (population-weighted),,1954,0.13817427,0.102581546,Africa (population-weighted)
Africa (population-weighted),,1955,0.13852514,0.105426334,Africa (population-weighted)
Africa (population-weighted),,1956,0.14265122,0.119968206,Africa (population-weighted)
Africa (population-weighted),,1957,0.14856051,0.14098503,Africa (population-weighted)
Africa (population-weighted),,1958,0.15304612,0.14638822,Africa (population-weighted)
Africa (population-weighted),,1959,0.1521499,0.13751313,Africa (population-weighted)
Africa (population-weighted),,1960,0.19355567,0.16735664,Africa (population-weighted)
Africa (population-weighted),,1961,0.20243669,0.17904107,Africa (population-weighted)
Africa (population-weighted),,1962,0.2099013,0.18500005,Africa (population-weighted)
Africa (population-weighted),,1963,0.22470796,0.20410873,Africa (population-weighted)
Africa (population-weighted),,1964,0.22928178,0.2083986,Africa (population-weighted)
Africa (population-weighted),,1965,0.2530722,0.20173284,Africa (population-weighted)
Africa (population-weighted),,1966,0.32130617,0.17626812,Africa (population-weighted)
Africa (population-weighted),,1967,0.3208176,0.16880658,Africa (population-weighted)
Africa (population-weighted),,1968,0.32120046,0.16938773,Africa (population-weighted)
Africa (population-weighted),,1969,0.3232133,0.16145338,Africa (population-weighted)
Africa (population-weighted),,1970,0.3317526,0.16390905,Africa (population-weighted)
Africa (population-weighted),,1971,0.33273435,0.168194,Africa (population-weighted)
Africa (population-weighted),,1972,0.32597363,0.1594925,Africa (population-weighted)
Africa (population-weighted),,1973,0.3296237,0.156764,Africa (population-weighted)
Africa (population-weighted),,1974,0.33342993,0.15350737,Africa (population-weighted)
Africa (population-weighted),,1975,0.34363157,0.15342194,Africa (population-weighted)
Africa (population-weighted),,1976,0.34972596,0.15562421,Africa (population-weighted)
Africa (population-weighted),,1977,0.34805933,0.16104612,Africa (population-weighted)
Africa (population-weighted),,1978,0.34982088,0.16302538,Africa (population-weighted)
Africa (population-weighted),,1979,0.35971162,0.18245327,Africa (population-weighted)
Africa (population-weighted),,1980,0.30102116,0.20868255,Africa (population-weighted)
Africa (population-weighted),,1981,0.31164396,0.20534565,Africa (population-weighted)
Africa (population-weighted),,1982,0.31274855,0.2042643,Africa (population-weighted)
Africa (population-weighted),,1983,0.38733637,0.19460075,Africa (population-weighted)
Africa (population-weighted),,1984,0.3876118,0.17525458,Africa (population-weighted)
Africa (population-weighted),,1985,0.39455703,0.17615926,Africa (population-weighted)
Africa (population-weighted),,1986,0.3992923,0.18171309,Africa (population-weighted)
Africa (population-weighted),,1987,0.4079316,0.18410577,Africa (population-weighted)
Africa (population-weighted),,1988,0.41107312,0.18820852,Africa (population-weighted)
Africa (population-weighted),,1989,0.4139177,0.1844815,Africa (population-weighted)
Africa (population-weighted),,1990,0.4375942,0.20367177,Africa (population-weighted)
Africa (population-weighted),,1991,0.46180904,0.2213302,Africa (population-weighted)
Africa (population-weighted),,1992,0.47795767,0.24450192,Africa (population-weighted)
Africa (population-weighted),,1993,0.48936322,0.26638106,Africa (population-weighted)
Africa (population-weighted),,1994,0.5309611,0.27500615,Africa (population-weighted)
Africa (population-weighted),,1995,0.54887444,0.3008541,Africa (population-weighted)
Africa (population-weighted),,1996,0.54989254,0.3120629,Africa (population-weighted)
Africa (population-weighted),,1997,0.5498485,0.3129484,Africa (population-weighted)
Africa (population-weighted),,1998,0.5543597,0.3176676,Africa (population-weighted)
Africa (population-weighted),,1999,0.56836665,0.34115446,Africa (population-weighted)
Africa (population-weighted),,2000,0.58717185,0.36019146,Africa (population-weighted)
Africa (population-weighted),,2001,0.59338343,0.36337993,Africa (population-weighted)
Africa (population-weighted),,2002,0.60483134,0.36770165,Africa (population-weighted)
Africa (population-weighted),,2003,0.6094879,0.36834496,Africa (population-weighted)
Africa (population-weighted),,2004,0.618256,0.36759776,Africa (population-weighted)
Africa (population-weighted),,2005,0.6288561,0.37394273,Africa (population-weighted)
Africa (population-weighted),,2006,0.63074565,0.38179624,Africa (population-weighted)
Africa (population-weighted),,2007,0.6340602,0.38813305,Africa (population-weighted)
Africa (population-weighted),,2008,0.63487697,0.3849431,Africa (population-weighted)
Africa (population-weighted),,2009,0.634391,0.37863517,Africa (population-weighted)
Africa (population-weighted),,2010,0.65167904,0.37811533,Africa (population-weighted)
Africa (population-weighted),,2011,0.6498681,0.39456305,Africa (population-weighted)
Africa (population-weighted),,2012,0.65801054,0.4064804,Africa (population-weighted)
Africa (population-weighted),,2013,0.65752554,0.40363535,Africa (population-weighted)
Africa (population-weighted),,2014,0.66174215,0.4075498,Africa (population-weighted)
Africa (population-weighted),,2015,0.66458285,0.40961307,Africa (population-weighted)
Africa (population-weighted),,2016,0.67011124,0.4110249,Africa (population-weighted)
Africa (population-weighted),,2017,0.6789366,0.40793157,Africa (population-weighted)
Africa (population-weighted),,2018,0.68125767,0.40989757,Africa (population-weighted)
Africa (population-weighted),,2019,0.67546636,0.40501782,Africa (population-weighted)
Africa (population-weighted),,2020,0.67563695,0.39908507,Africa (population-weighted)
Africa (population-weighted),,2021,0.6792386,0.38281012,Africa (population-weighted)
Africa (population-weighted),,2022,0.68725264,0.37752903,Africa (population-weighted)
Africa (population-weighted),,2023,0.6841942,0.37252766,Africa (population-weighted)
Africa (population-weighted),,2024,0.678396,0.3642134,Africa (population-weighted)
Asia,,1900,0.17976667,0.047142856,Asia
Asia,,1901,0.17983334,0.047285713,Asia
Asia,,1902,0.1794,0.04824138,Asia
Asia,,1903,0.1795,0.048310343,Asia
Asia,,1904,0.1793,0.04803448,Asia
Asia,,1905,0.1802,0.047931034,Asia
Asia,,1906,0.1803,0.050068967,Asia
Asia,,1907,0.18143333,0.052827585,Asia
Asia,,1908,0.18223333,0.055965517,Asia
Asia,,1909,0.1864,0.058931034,Asia
Asia,,1910,0.1877,0.059793103,Asia
Asia,,1911,0.18551613,0.0614,Asia
Asia,,1912,0.1872258,0.060548387,Asia
Asia,,1913,0.18806452,0.060258064,Asia
Asia,,1914,0.18793549,0.06,Asia
Asia,,1915,0.18793549,0.060064517,Asia
Asia,,1916,0.18793549,0.06035484,Asia
Asia,,1917,0.18796775,0.060580645,Asia
Asia,,1918,0.1921143,0.062205885,Asia
Asia,,1919,0.19288571,0.06525714,Asia
Asia,,1920,0.19368571,0.06697143,Asia
Asia,,1921,0.19882353,0.06905882,Asia
Asia,,1922,0.19875,0.07197222,Asia
Asia,,1923,0.20338888,0.07452778,Asia
Asia,,1924,0.21177778,0.079111114,Asia
Asia,,1925,0.212,0.079055555,Asia
Asia,,1926,0.21238889,0.07952778,Asia
Asia,,1927,0.21247223,0.08088889,Asia
Asia,,1928,0.21238889,0.080805555,Asia
Asia,,1929,0.21236111,0.08044445,Asia
Asia,,1930,0.21425,0.08116667,Asia
Asia,,1931,0.21541667,0.08311111,Asia
Asia,,1932,0.22122857,0.0845,Asia
Asia,,1933,0.22277144,0.08908334,Asia
Asia,,1934,0.22591428,0.09136111,Asia
Asia,,1935,0.22734286,0.09461111,Asia
Asia,,1936,0.22762857,0.09561111,Asia
Asia,,1937,0.22782858,0.09730556,Asia
Asia,,1938,0.22822857,0.097555555,Asia
Asia,,1939,0.22768572,0.095916666,Asia
Asia,,1940,0.22945714,0.09486111,Asia
Asia,,1941,0.22229412,0.09255555,Asia
Asia,,1942,0.21654285,0.08411111,Asia
Asia,,1943,0.2172,0.08563889,Asia
Asia,,1944,0.2192647,0.090277776,Asia
Asia,,1945,0.23913889,0.09571052,Asia
Asia,,1946,0.27481082,0.11686842,Asia
Asia,,1947,0.28156757,0.1338718,Asia
Asia,,1948,0.29528204,0.14566666,Asia
Asia,,1949,0.30344737,0.15712196,Asia
Asia,,1950,0.31664866,0.165075,Asia
Asia,,1951,0.32032433,0.171025,Asia
Asia,,1952,0.32435134,0.190275,Asia
Asia,,1953,0.32933334,0.196975,Asia
Asia,,1954,0.33652776,0.198875,Asia
Asia,,1955,0.34158334,0.212425,Asia
Asia,,1956,0.34291667,0.227825,Asia
Asia,,1957,0.34051427,0.226775,Asia
Asia,,1958,0.3453611,0.21775,Asia
Asia,,1959,0.34591892,0.21715,Asia
Asia,,1960,0.3551892,0.214625,Asia
Asia,,1961,0.357,0.20985,Asia
Asia,,1962,0.35505405,0.20665,Asia
Asia,,1963,0.3586,0.203125,Asia
Asia,,1964,0.36211428,0.20305,Asia
Asia,,1965,0.37280557,0.2013,Asia
Asia,,1966,0.37547222,0.20675,Asia
Asia,,1967,0.37672973,0.210125,Asia
Asia,,1968,0.374,0.213175,Asia
Asia,,1969,0.37205264,0.2124,Asia
Asia,,1970,0.37957895,0.2097,Asia
Asia,,1971,0.38669232,0.20311905,Asia
Asia,,1972,0.39,0.20183334,Asia
Asia,,1973,0.39515385,0.20709524,Asia
Asia,,1974,0.40539473,0.21052381,Asia
Asia,,1975,0.3956154,0.20014286,Asia
Asia,,1976,0.40078947,0.18721952,Asia
Asia,,1977,0.40292105,0.18914634,Asia
Asia,,1978,0.40273684,0.19160976,Asia
Asia,,1979,0.40433332,0.1957561,Asia
Asia,,1980,0.41356412,0.19331707,Asia
Asia,,1981,0.41766667,0.19346341,Asia
Asia,,1982,0.41876924,0.19095121,Asia
Asia,,1983,0.41948718,0.19085366,Asia
Asia,,1984,0.42415383,0.19804879,Asia
Asia,,1985,0.42505127,0.20109756,Asia
Asia,,1986,0.43520513,0.20131707,Asia
Asia,,1987,0.4407436,0.21282928,Asia
Asia,,1988,0.45448717,0.22504878,Asia
Asia,,1989,0.4628718,0.23043902,Asia
Asia,,1990,0.48874468,0.25489584,Asia
Asia,,1991,0.49317393,0.26872915,Asia
Asia,,1992,0.5038667,0.28083333,Asia
Asia,,1993,0.50537777,0.29116666,Asia
Asia,,1994,0.5158,0.29260418,Asia
Asia,,1995,0.5188222,0.291,Asia
Asia,,1996,0.51971114,0.29960418,Asia
Asia,,1997,0.5238889,0.3053125,Asia
Asia,,1998,0.5328444,0.310375,Asia
Asia,,1999,0.5403111,0.31533334,Asia
Asia,,2000,0.56135553,0.31860417,Asia
Asia,,2001,0.56457776,0.32222918,Asia
Asia,,2002,0.5713409,0.33264583,Asia
Asia,,2003,0.5711087,0.33760417,Asia
Asia,,2004,0.5688936,0.34175,Asia
Asia,,2005,0.57612765,0.34533334,Asia
Asia,,2006,0.5736667,0.34370834,Asia
Asia,,2007,0.58610207,0.334,Asia
Asia,,2008,0.58981633,0.34902042,Asia
Asia,,2009,0.59367347,0.3595102,Asia
Asia,,2010,0.6030612,0.36281633,Asia
Asia,,2011,0.6041633,0.36859185,Asia
Asia,,2012,0.60740817,0.36767346,Asia
Asia,,2013,0.60248977,0.36038774,Asia
Asia,,2014,0.5991837,0.35638776,Asia
Asia,,2015,0.6024082,0.35142857,Asia
Asia,,2016,0.6006735,0.34838775,Asia
Asia,,2017,0.6060612,0.34936735,Asia
Asia,,2018,0.613,0.35357141,Asia
Asia,,2019,0.6184898,0.36006123,Asia
Asia,,2020,0.61669385,0.35402042,Asia
Asia,,2021,0.6027755,0.34108162,Asia
Asia,,2022,0.6011429,0.33461225,Asia
Asia,,2023,0.5964898,0.33095917,Asia
Asia,,2024,0.58993876,0.3287347,Asia
Asia (population-weighted),,1789,0.113460645,0.036890354,Asia (population-weighted)
Asia (population-weighted),,1790,0.11342901,0.036927324,Asia (population-weighted)
Asia (population-weighted),,1791,0.11340236,0.036925938,Asia (population-weighted)
Asia (population-weighted),,1792,0.113376014,0.036924563,Asia (population-weighted)
Asia (population-weighted),,1793,0.11334996,0.036923207,Asia (population-weighted)
Asia (population-weighted),,1794,0.1133242,0.036921866,Asia (population-weighted)
Asia (population-weighted),,1795,0.11329872,0.036920536,Asia (population-weighted)
Asia (population-weighted),,1796,0.11327353,0.036919225,Asia (population-weighted)
Asia (population-weighted),,1797,0.11324862,0.036917925,Asia (population-weighted)
Asia (population-weighted),,1798,0.11322397,0.036916643,Asia (population-weighted)
Asia (population-weighted),,1799,0.11319959,0.036915373,Asia (population-weighted)
Asia (population-weighted),,1800,0.11456666,0.037362125,Asia (population-weighted)
Asia (population-weighted),,1801,0.11478909,0.037396085,Asia (population-weighted)
Asia (population-weighted),,1802,0.11682369,0.037630506,Asia (population-weighted)
Asia (population-weighted),,1803,0.116819546,0.037637267,Asia (population-weighted)
Asia (population-weighted),,1804,0.1168167,0.037643716,Asia (population-weighted)
Asia (population-weighted),,1805,0.11681516,0.037649855,Asia (population-weighted)
Asia (population-weighted),,1806,0.116814904,0.037655696,Asia (population-weighted)
Asia (population-weighted),,1807,0.11681593,0.03766124,Asia (population-weighted)
Asia (population-weighted),,1808,0.11681825,0.037648793,Asia (population-weighted)
Asia (population-weighted),,1809,0.116821855,0.037636112,Asia (population-weighted)
Asia (population-weighted),,1810,0.11680382,0.037643332,Asia (population-weighted)
Asia (population-weighted),,1811,0.11678599,0.037643485,Asia (population-weighted)
Asia (population-weighted),,1812,0.11676211,0.037642088,Asia (population-weighted)
Asia (population-weighted),,1813,0.11693807,0.03766367,Asia (population-weighted)
Asia (population-weighted),,1814,0.116909206,0.03766066,Asia (population-weighted)
Asia (population-weighted),,1815,0.11688253,0.03765771,Asia (population-weighted)
Asia (population-weighted),,1816,0.11685802,0.03765483,Asia (population-weighted)
Asia (population-weighted),,1817,0.116835654,0.037652012,Asia (population-weighted)
Asia (population-weighted),,1818,0.11743225,0.03764926,Asia (population-weighted)
Asia (population-weighted),,1819,0.11737883,0.03765109,Asia (population-weighted)
Asia (population-weighted),,1820,0.1173503,0.037637748,Asia (population-weighted)
Asia (population-weighted),,1821,0.11730688,0.03762851,Asia (population-weighted)
Asia (population-weighted),,1822,0.11721431,0.037595894,Asia (population-weighted)
Asia (population-weighted),,1823,0.11718668,0.037592217,Asia (population-weighted)
Asia (population-weighted),,1824,0.1171586,0.03758836,Asia (population-weighted)
Asia (population-weighted),,1825,0.11713008,0.037584327,Asia (population-weighted)
Asia (population-weighted),,1826,0.117063,0.037569232,Asia (population-weighted)
Asia (population-weighted),,1827,0.117033444,0.037564807,Asia (population-weighted)
Asia (population-weighted),,1828,0.11700345,0.037560202,Asia (population-weighted)
Asia (population-weighted),,1829,0.11698095,0.03755646,Asia (population-weighted)
Asia (population-weighted),,1830,0.11687993,0.0375362,Asia (population-weighted)
Asia (population-weighted),,1831,0.117006086,0.03755701,Asia (population-weighted)
Asia (population-weighted),,1832,0.117007,0.037556026,Asia (population-weighted)
Asia (population-weighted),,1833,0.11701556,0.03755597,Asia (population-weighted)
Asia (population-weighted),,1834,0.11702393,0.037555825,Asia (population-weighted)
Asia (population-weighted),,1835,0.1170321,0.037555594,Asia (population-weighted)
Asia (population-weighted),,1836,0.11704007,0.03755527,Asia (population-weighted)
Asia (population-weighted),,1837,0.11704783,0.03760596,Asia (population-weighted)
Asia (population-weighted),,1838,0.11705539,0.03943619,Asia (population-weighted)
Asia (population-weighted),,1839,0.120571725,0.040513787,Asia (population-weighted)
Asia (population-weighted),,1840,0.12051077,0.040463477,Asia (population-weighted)
Asia (population-weighted),,1841,0.12052467,0.040467933,Asia (population-weighted)
Asia (population-weighted),,1842,0.120539404,0.040472582,Asia (population-weighted)
Asia (population-weighted),,1843,0.12055497,0.040477432,Asia (population-weighted)
Asia (population-weighted),,1844,0.12057001,0.040482074,Asia (population-weighted)
Asia (population-weighted),,1845,0.12058452,0.040486503,Asia (population-weighted)
Asia (population-weighted),,1846,0.12059849,0.0404855,Asia (population-weighted)
Asia (population-weighted),,1847,0.1206119,0.040489495,Asia (population-weighted)
Asia (population-weighted),,1848,0.12074144,0.040474497,Asia (population-weighted)
Asia (population-weighted),,1849,0.120776534,0.0404814,Asia (population-weighted)
Asia (population-weighted),,1850,0.12091105,0.040607993,Asia (population-weighted)
Asia (population-weighted),,1851,0.12110626,0.03913345,Asia (population-weighted)
Asia (population-weighted),,1852,0.121204585,0.03915768,Asia (population-weighted)
Asia (population-weighted),,1853,0.1213259,0.039186653,Asia (population-weighted)
Asia (population-weighted),,1854,0.121447735,0.03921526,Asia (population-weighted)
Asia (population-weighted),,1855,0.12173151,0.039317466,Asia (population-weighted)
Asia (population-weighted),,1856,0.12527159,0.03936657,Asia (population-weighted)
Asia (population-weighted),,1857,0.12541488,0.03939511,Asia (population-weighted)
Asia (population-weighted),,1858,0.13094641,0.03769768,Asia (population-weighted)
Asia (population-weighted),,1859,0.13110586,0.037713822,Asia (population-weighted)
Asia (population-weighted),,1860,0.13125293,0.03800389,Asia (population-weighted)
Asia (population-weighted),,1861,0.13138665,0.038079083,Asia (population-weighted)
Asia (population-weighted),,1862,0.13150704,0.038106974,Asia (population-weighted)
Asia (population-weighted),,1863,0.13161437,0.041793745,Asia (population-weighted)
Asia (population-weighted),,1864,0.13172174,0.041778002,Asia (population-weighted)
Asia (population-weighted),,1865,0.13194902,0.043150757,Asia (population-weighted)
Asia (population-weighted),,1866,0.13205911,0.043127336,Asia (population-weighted)
Asia (population-weighted),,1867,0.13216956,0.043169428,Asia (population-weighted)
Asia (population-weighted),,1868,0.13246824,0.043481506,Asia (population-weighted)
Asia (population-weighted),,1869,0.1343253,0.043926362,Asia (population-weighted)
Asia (population-weighted),,1870,0.13817814,0.045524932,Asia (population-weighted)
Asia (population-weighted),,1871,0.13819534,0.045511045,Asia (population-weighted)
Asia (population-weighted),,1872,0.13817187,0.045497097,Asia (population-weighted)
Asia (population-weighted),,1873,0.1382215,0.045568798,Asia (population-weighted)
Asia (population-weighted),,1874,0.14591132,0.0455538,Asia (population-weighted)
Asia (population-weighted),,1875,0.14583848,0.04553813,Asia (population-weighted)
Asia (population-weighted),,1876,0.14377925,0.048491232,Asia (population-weighted)
Asia (population-weighted),,1877,0.15545145,0.046542257,Asia (population-weighted)
Asia (population-weighted),,1878,0.15760423,0.043916486,Asia (population-weighted)
Asia (population-weighted),,1879,0.15757059,0.04390804,Asia (population-weighted)
